Name,Year,Animation,Comedy,Crime,Fantasy,Action,Thriller,Romance,Family,Adventure,Mystery,Horror,Musical,War,Western,Sci-Fi,Film-Noir
"Leopard Son, The ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Loser ,1991,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Prerokbe Ognja ,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Charm's Incidents ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bird of Prey ,1996,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Microcosmos Microcosmos: Le peuple de l'herbe ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Palookaville ,1996,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"Associate, The ",1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Funeral, The ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sleepover ,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Single Girl, A La Fille Seule ",1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Eighth Day, The Le Huiti�me jour  ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tashunga ,1995,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Drunks ,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"People vs. Larry Flynt, The ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Glory Daze ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Plutonium Circus ,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Perfect Candidate, A ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
On Golden Pond ,1981,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Return of the Pink Panther, The ",1974,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Drop Dead Fred ,1991,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Abyss, The ",1989,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
"Fog, The ",1980,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Escape from New York ,1981,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
"Howling, The ",1980,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Jean de Florette ,1986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Manon of the Spring Manon des sources ,1986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Talking About Sex ,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Johnny  Pesos ,1993,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Private Benjamin ,1980,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Monty Python and the Holy Grail ,1974,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hustler White ,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Dadetown ,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Everything Relative ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Entertaining Angels: The Dorothy Day Story ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hoogste tijd ,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Get Over It ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Three Lives and Only One Death ,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Line King: Al Hirschfeld, The ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Snowriders ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Curtis's Charm ,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
When We Were Kings ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Wrong Trousers, The ",1993,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JLG/JLG  autoportrait de d�cembre ,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Return of Martin Guerre, The Retour de Martin Guerre, Le ",1982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Faust ,1994,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
He Walked by Night ,1948,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Raw Deal ,1948,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TMen ,1947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Invitation, The Zaproszenie ",1986,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Children Are Watching us, The Bambini ci guardano, I ",1942,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Symphonie pastorale, La ",1946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Here Comes Cookie ,1935,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Love in Bloom ,1935,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Six of a Kind ,1934,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Tin Drum, The Blechtrommel, Die ",1979,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Ruling Class, The ",1972,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mina Tannenbaum ,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Two or Three Things I Know About Her ,1966,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Bloody Child, The ",1996,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Farmer & Chase ,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dear God ,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bad Moon ,1996,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
American Dream ,1990,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Best of the Best : No Turning Back ,1995,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Bob Roberts ,1992,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cinema Paradiso ,1988,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Cook the Thief His Wife & Her Lover, The ",1989,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Grosse Fatigue ,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Delicatessen ,1991,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Double Life of Veronique, The La Double Vie de V�ronique ",1991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enchanted April ,1991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paths of Glory ,1957,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"Grifters, The ",1990,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Hear My Song ,1991,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Shooter, The ",1995,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"English Patient, The ",1996,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Mediterraneo ,1991,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
My Left Foot ,1989,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Sex, Lies, and Videotape ",1989,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Passion Fish ,1992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Strictly Ballroom ,1992,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Thin Blue Line, The ",1988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tie Me Up! Tie Me Down! ,1990,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Madonna: Truth or Dare ,1991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paris Is Burning ,1990,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
One Flew Over the Cuckoo's Nest ,1975,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Up in Smoke ,1978,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Star Wars: Episode V  The Empire Strikes Back ,1980,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
"Princess Bride, The ",1987,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
Raiders of the Lost Ark ,1981,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Brazil ,1985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Aliens ,1986,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
"Good, The Bad and The Ugly, The ",1966,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Withnail and I ,1987,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 Angry Men ,1957,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lawrence of Arabia ,1962,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
"Transformers: The Movie, The ",1986,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False
"Clockwork Orange, A ",1971,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
To Kill a Mockingbird ,1962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apocalypse Now ,1979,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Once Upon a Time in the West ,1969,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Star Wars: Episode VI  Return of the Jedi ,1983,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
Wings of Desire Der Himmel �ber Berlin ,1987,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Third Man, The ",1949,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
GoodFellas ,1990,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Alien ,1979,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
Army of Darkness ,1993,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
"Big Blue, The Le Grand Bleu ",1988,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
Ran ,1985,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"Killer, The Die xue shuang xiong ",1989,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Psycho ,1960,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
"Blues Brothers, The ",1980,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
"Godfather: Part II, The ",1974,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Full Metal Jacket ,1987,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
"Grand Day Out, A ",1992,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Henry V ,1989,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Amadeus ,1984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Quiet Man, The ",1952,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Once Upon a Time in America ,1984,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Raging Bull ,1980,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Annie Hall ,1977,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Right Stuff, The ",1983,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Stalker ,1979,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
"Boat, The Das Boot ",1981,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
"Sting, The ",1973,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Harold and Maude ,1971,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Trust ,1990,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Seventh Seal, The Sjunde inseglet, Det ",1957,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Local Hero ,1983,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Terminator, The ",1984,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
Braindead ,1992,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Glory ,1989,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Rosencrantz and Guildenstern Are Dead ,1990,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Manhattan ,1979,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Miller's Crossing ,1990,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dead Poets Society ,1989,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Graduate, The ",1967,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Touch of Evil ,1958,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Nikita La Femme Nikita ,1990,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"Bridge on the River Kwai, The ",1957,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
 / ,1963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chinatown ,1974,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
"Day the Earth Stood Still, The ",1951,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Treasure of the Sierra Madre, The ",1948,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Bad Taste ,1987,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Duck Soup ,1933,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Better Off Dead... ,1985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Shining, The ",1980,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Stand by Me ,1986,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
M ,1931,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Evil Dead II Dead By Dawn ,1987,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
"Great Escape, The ",1963,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
"Deer Hunter, The ",1978,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Diva ,1981,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False
Groundhog Day ,1993,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Unforgiven ,1992,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Manchurian Candidate, The ",1962,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Pump Up the Volume ,1990,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Arsenic and Old Lace ,1944,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Back to the Future ,1985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Fried Green Tomatoes ,1991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Patton ,1970,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Down by Law ,1986,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Akira ,1988,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
Highlander ,1986,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Cool Hand Luke ,1967,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cyrano de Bergerac ,1990,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Young Frankenstein ,1974,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Night on Earth ,1991,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Raise the Red Lantern ,1991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Great Dictator, The ",1940,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fantasia ,1940,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
High Noon ,1952,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Big Sleep, The ",1946,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Heathers ,1989,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Somewhere in Time ,1980,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
BenHur ,1959,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
This Is Spinal Tap ,1984,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Koyaanisqatsi ,1983,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Some Kind of Wonderful ,1987,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Indiana Jones and the Last Crusade ,1989,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Being There ,1979,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gandhi ,1982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M*A*S*H ,1970,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"Unbearable Lightness of Being, The ",1988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Room with a View, A ",1986,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Real Genius ,1985,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pink Floyd  The Wall ,1982,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
"Killing Fields, The ",1984,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
My Life as a Dog Mitt liv som hund ,1985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Forbidden Planet ,1956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Field of Dreams ,1989,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Man Who Would Be King, The ",1975,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Butch Cassidy and the Sundance Kid ,1969,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
"Paris, Texas ",1984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Until the End of the World Bis ans Ende der Welt ,1991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
When Harry Met Sally... ,1989,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
I Shot a Man in Vegas ,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Parallel Sons ,1995,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Hype! ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Santa with Muscles ,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Female Perversions ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mad Dog Time ,1996,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Breathing Room ,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Paris Was a Woman ,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anna ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I'm Not Rappaport ,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Blue Juice ,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kids of Survival ,1993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alien� ,1992,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
"American Werewolf in London, An ",1981,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Amityville : It's About Time ,1992,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Amityville D ,1983,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Amityville: Dollhouse ,1996,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Amityville: A New Generation ,1993,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Amityville II: The Possession ,1982,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Amityville Horror, The ",1979,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Amityville Curse, The ",1990,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Blood For Dracula Andy Warhol's Dracula ,1974,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
April Fool's Day ,1986,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Audrey Rose ,1977,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Believers, The ",1987,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
"Birds, The ",1963,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Blob, The ",1958,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Blood Beach ,1981,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Body Parts ,1991,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Body Snatcher, The ",1945,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Bram Stoker's Dracula ,1992,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
Bride of Frankenstein ,1935,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Burnt Offerings ,1976,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Candyman ,1992,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cape Fear ,1991,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Cape Fear ,1962,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Carrie ,1976,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cat People ,1982,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Nightmare on Elm Street, A ",1984,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Nosferatu Nosferatu, eine Symphonie des Grauens ",1922,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Nosferatu a Venezia ,1986,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Omen, The ",1976,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Blood & Wine ,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Albino Alligator ,1996,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
"Mirror Has Two Faces, The ",1996,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Breaking the Waves ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nightwatch ,1997,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Star Trek: First Contact ,1996,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
Shine ,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Sling Blade ,1996,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Jingle All the Way ,1996,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Identification of a Woman Identificazione di una donna ,1982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paradise Lost: The Child Murders at Robin Hood Hills ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Garden of FinziContini, The Giardino dei FinziContini, Il ",1970,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Preacher's Wife, The ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zero Kelvin Kj�rlighetens kj�tere ,1995,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Ridicule ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Crucible, The ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
 Dalmatians ,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Forbidden Christ, The Cristo proibito, Il ",1950,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I Can't Sleep J'ai pas sommeil ,1994,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Die Hard  ,1990,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Star Trek: The Motion Picture ,1979,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
Star Trek VI: The Undiscovered Country ,1991,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
Star Trek V: The Final Frontier ,1989,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
Star Trek: The Wrath of Khan ,1982,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
Star Trek III: The Search for Spock ,1984,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
Star Trek IV: The Voyage Home ,1986,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
Batman Returns ,1992,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Young Guns ,1988,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Young Guns II ,1990,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Grease ,1978,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Grease  ,1982,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Marked for Death ,1990,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Adrenalin: Fear the Rush ,1996,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
"Substance of Fire, The ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Under Siege ,1992,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Terror in a Texas Town ,1958,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Jaws ,1975,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Jaws  ,1978,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Jaws D ,1983,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
My Fellow Americans ,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mars Attacks! ,1996,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
Citizen Ruth ,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jerry Maguire ,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Raising Arizona ,1987,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tin Men ,1987,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sneakers ,1992,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Bastard Out of Carolina ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
In Love and War ,1996,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Marvin's Room ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Somebody is Waiting ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ghosts of Mississippi ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Night Falls on Manhattan ,1997,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Beavis and Butthead Do America ,1996,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"C�r�monie, La ",1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scream ,1996,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
"Last of the Mohicans, The ",1992,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
Michael ,1996,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Evening Star, The ",1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hamlet ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Some Mother's Son ,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Whole Wide World, The ",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mother ,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
