SN,Name,Type,Year,Animation,Comedy,Crime,Fantasy,Action,Thriller,Romance,Family,Adventure,Mystery,Horror,Musical,War,Western,Sci-Fi,Film-Noir
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,1995,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
808,Alaska (1996),Adventure|Children's,1996,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
809,Fled (1996),Action|Adventure,1996,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
810,Kazaam (1996),Children's|Comedy|Fantasy,1996,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
811,"Bewegte Mann, Der (1994)",Comedy,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
812,Magic Hunter (1994),Drama,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
813,Larger Than Life (1996),Comedy,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
814,"Boy Called Hate, A (1995)",Drama,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
815,Power 98 (1995),Action|Mystery|Thriller,1995,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
816,Two Deaths (1995),Drama,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
818,"Very Brady Sequel, A (1996)",Comedy,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819,Stefano Quantestorie (1993),Comedy|Drama,1993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,1956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
821,"Crude Oasis, The (1995)",Romance,1995,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
822,Hedd Wyn (1992),Drama,1992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
823,"Collectionneuse, La (1967)",Drama,1967,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
824,Kaspar Hauser (1993),Drama,1993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
825,Echte Kerle (1996),Comedy|Romance,1996,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
826,Diebinnen (1995),Drama,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
827,"Convent, The (Convento, O) (1995)",Drama,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
828,"Adventures of Pinocchio, The (1996)",Adventure|Children's,1996,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
829,Joe's Apartment (1996),Comedy|Musical,1996,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
830,"First Wives Club, The (1996)",Comedy,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
831,Stonewall (1995),Drama,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832,Ransom (1996),Drama|Thriller,1996,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
833,High School High (1996),Comedy,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
834,Phat Beach (1996),Comedy,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
835,Foxfire (1996),Drama,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
836,Chain Reaction (1996),Action|Adventure|Thriller,1996,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
837,Matilda (1996),Children's|Comedy,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
838,Emma (1996),Comedy|Drama|Romance,1996,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
839,"Crow: City of Angels, The (1996)",Action|Thriller,1996,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
840,House Arrest (1996),Comedy,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
841,Eyes Without a Face (1959),Horror,1959,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,1996,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
843,Lotto Land (1995),Drama,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
844,"Story of Xinghua, The (1993)",Drama,1993,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
846,Flirt (1995),Drama,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
847,"Big Squeeze, The (1996)",Comedy|Drama,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
848,"Spitfire Grill, The (1996)",Drama,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,1996,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
850,Cyclo (1995),Crime|Drama,1995,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
851,Basquiat (1996),Drama,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
852,Tin Cup (1996),Comedy|Romance,1996,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
853,Dingo (1992),Drama,1992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,1958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
855,Every Other Weekend (1990),Drama,1990,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
856,Mille bolle blu (1993),Comedy,1993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
857,Crows and Sparrows (1949),Drama,1949,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
858,"Godfather, The (1972)",Action|Crime|Drama,1972,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
859,"Hippie Revolution, The (1996)",Documentary,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
861,Supercop (1992),Action|Thriller,1992,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
862,Manny & Lo (1996),Drama,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
863,Celestial Clockwork (1994),Comedy,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
864,"Wife, The (1995)",Comedy|Drama,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
865,Small Faces (1995),Drama,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
866,Bound (1996),Crime|Drama|Romance|Thriller,1996,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False
867,Carpool (1996),Comedy|Crime,1996,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
868,Death in Brunswick (1991),Comedy,1991,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
869,Kansas City (1996),Crime,1996,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
870,Gone Fishin' (1997),Comedy,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
871,Lover's Knot (1996),Comedy,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
872,Aiqing wansui (1994),Drama,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
873,Shadow of Angels (Schatten der Engel) (1976),Drama,1976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
874,Killer: A Journal of Murder (1995),Crime|Drama,1995,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
875,Nothing to Lose (1994),Drama,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
876,Police Story 4: Project S (Chao ji ji hua) (1993),Action,1993,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
877,Girls Town (1996),Drama,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
878,Bye-Bye (1995),Drama,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
879,"Relic, The (1997)",Horror,1997,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,1996,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
881,First Kid (1996),Children's|Comedy,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
882,"Trigger Effect, The (1996)",Drama|Thriller,1996,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
884,Sweet Nothing (1995),Drama,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
885,Bogus (1996),Children's|Drama|Fantasy,1996,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
886,Bulletproof (1996),Action,1996,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
887,Talk of Angels (1998),Drama,1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
888,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,1995,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
889,1-900 (1994),Romance,1994,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
890,Baton Rouge (1988),Thriller,1988,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,1995,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
892,Twelfth Night (1996),Comedy|Drama|Romance,1996,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
893,Mother Night (1996),Drama,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
894,Liebelei (1933),Romance,1933,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
895,Venice/Venice (1992),Drama,1992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
896,Wild Reeds (1994),Drama,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
897,For Whom the Bell Tolls (1943),Adventure|War,1943,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
898,"Philadelphia Story, The (1940)",Comedy|Romance,1940,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
899,Singin' in the Rain (1952),Musical|Romance,1952,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
900,"American in Paris, An (1951)",Musical|Romance,1951,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
901,Funny Face (1957),Comedy|Musical,1957,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
902,Breakfast at Tiffany's (1961),Drama|Romance,1961,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
903,Vertigo (1958),Mystery|Thriller,1958,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
904,Rear Window (1954),Mystery|Thriller,1954,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
905,It Happened One Night (1934),Comedy,1934,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
906,Gaslight (1944),Mystery|Thriller,1944,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,1934,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
908,North by Northwest (1959),Drama|Thriller,1959,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
909,"Apartment, The (1960)",Comedy|Drama,1960,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
910,Some Like It Hot (1959),Comedy|Crime,1959,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
911,Charade (1963),Comedy|Mystery|Romance|Thriller,1963,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False
912,Casablanca (1942),Drama|Romance|War,1942,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,1941,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
914,My Fair Lady (1964),Musical|Romance,1964,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
915,Sabrina (1954),Comedy|Romance,1954,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
916,Roman Holiday (1953),Comedy|Romance,1953,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
917,"Little Princess, The (1939)",Children's|Drama,1939,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
918,Meet Me in St. Louis (1944),Musical,1944,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,1939,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
920,Gone with the Wind (1939),Drama|Romance|War,1939,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
921,My Favorite Year (1982),Comedy,1982,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,1950,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
923,Citizen Kane (1941),Drama,1941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,2001,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
925,Golden Earrings (1947),Adventure|Romance,1947,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
926,All About Eve (1950),Drama,1950,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
927,"Women, The (1939)",Comedy,1939,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
928,Rebecca (1940),Romance|Thriller,1940,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
929,Foreign Correspondent (1940),Thriller,1940,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
930,Notorious (1946),Film-Noir|Romance|Thriller,1946,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
931,Spellbound (1945),Mystery|Romance|Thriller,1945,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
932,"Affair to Remember, An (1957)",Romance,1957,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
933,To Catch a Thief (1955),Comedy|Romance|Thriller,1955,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
934,Father of the Bride (1950),Comedy,1950,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
935,"Band Wagon, The (1953)",Comedy|Musical,1953,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
936,Ninotchka (1939),Comedy|Romance,1939,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
937,Love in the Afternoon (1957),Comedy|Romance,1957,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
938,Gigi (1958),Musical,1958,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
939,"Reluctant Debutante, The (1958)",Comedy|Drama,1958,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
940,"Adventures of Robin Hood, The (1938)",Action|Adventure,1938,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
941,"Mark of Zorro, The (1940)",Adventure,1940,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
942,Laura (1944),Crime|Film-Noir|Mystery,1944,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,1947,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
944,Lost Horizon (1937),Drama,1937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
945,Top Hat (1935),Comedy|Musical|Romance,1935,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
946,To Be or Not to Be (1942),Comedy|Drama|War,1942,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
947,My Man Godfrey (1936),Comedy,1936,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
948,Giant (1956),Drama,1956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
949,East of Eden (1955),Drama,1955,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
950,"Thin Man, The (1934)",Mystery,1934,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
951,His Girl Friday (1940),Comedy,1940,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
952,Around the World in 80 Days (1956),Adventure|Comedy,1956,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
953,It's a Wonderful Life (1946),Drama,1946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
954,Mr. Smith Goes to Washington (1939),Drama,1939,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
955,Bringing Up Baby (1938),Comedy,1938,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
956,Penny Serenade (1941),Drama|Romance,1941,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
957,"Scarlet Letter, The (1926)",Drama,1926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
958,Lady of Burlesque (1943),Comedy|Mystery,1943,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
959,Of Human Bondage (1934),Drama,1934,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
960,Angel on My Shoulder (1946),Crime|Drama,1946,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
961,Little Lord Fauntleroy (1936),Drama,1936,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
962,They Made Me a Criminal (1939),Crime|Drama,1939,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
963,"Inspector General, The (1949)",Musical,1949,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
964,Angel and the Badman (1947),Western,1947,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
965,"39 Steps, The (1935)",Thriller,1935,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
966,"Walk in the Sun, A (1945)",Drama,1945,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
967,"Outlaw, The (1943)",Western,1943,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
968,Night of the Living Dead (1968),Horror|Sci-Fi,1968,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
969,"African Queen, The (1951)",Action|Adventure|Romance|War,1951,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
970,Beat the Devil (1954),Comedy|Drama,1954,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
971,Cat on a Hot Tin Roof (1958),Drama,1958,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
972,"Last Time I Saw Paris, The (1954)",Drama,1954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
973,Meet John Doe (1941),Drama,1941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
974,Algiers (1938),Drama|Romance,1938,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
975,Something to Sing About (1937),Comedy|Musical,1937,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
976,"Farewell to Arms, A (1932)",Romance|War,1932,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
977,Moonlight Murder (1936),Mystery,1936,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,1930,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
979,Nothing Personal (1995),Drama|War,1995,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
980,In the Line of Duty 2 (1987),Action,1987,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
981,Dangerous Ground (1997),Drama,1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
982,Picnic (1955),Drama,1955,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
983,Madagascar Skin (1995),Romance,1995,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
984,"Pompatus of Love, The (1996)",Comedy|Drama,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
985,Small Wonders (1996),Documentary,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
986,Fly Away Home (1996),Adventure|Children's,1996,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
987,Bliss (1997),Drama|Romance,1997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
988,Grace of My Heart (1996),Comedy|Drama,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
989,Schlafes Bruder (Brother of Sleep) (1995),Drama,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
990,Maximum Risk (1996),Action|Adventure|Thriller,1996,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
991,Michael Collins (1996),Drama|War,1996,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
992,"Rich Man's Wife, The (1996)",Thriller,1996,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
993,Infinity (1996),Drama,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
994,Big Night (1996),Drama,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
996,Last Man Standing (1996),Action|Drama|Western,1996,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
997,Caught (1996),Drama|Thriller,1996,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
998,Set It Off (1996),Action|Crime,1996,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
999,2 Days in the Valley (1996),Crime,1996,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1000,Curdled (1996),Crime,1996,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1001,"Associate, The (L'Associe)(1982)",Comedy,1982,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1002,Ed's Next Move (1996),Comedy,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1003,Extreme Measures (1996),Drama|Thriller,1996,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1004,"Glimmer Man, The (1996)",Action|Thriller,1996,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1005,D3: The Mighty Ducks (1996),Children's|Comedy,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1006,"Chamber, The (1996)",Drama,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,1975,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,1955,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,1975,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1010,"Love Bug, The (1969)",Children's|Comedy,1969,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,1974,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1012,Old Yeller (1957),Children's|Drama,1957,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1013,"Parent Trap, The (1961)",Children's|Drama,1961,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1014,Pollyanna (1960),Children's|Comedy|Drama,1960,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,1993,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1016,"Shaggy Dog, The (1959)",Children's|Comedy,1959,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1017,Swiss Family Robinson (1960),Adventure|Children's,1960,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1018,That Darn Cat! (1965),Children's|Comedy|Mystery,1965,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,1954,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1020,Cool Runnings (1993),Comedy,1993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1021,Angels in the Outfield (1994),Children's|Comedy,1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1022,Cinderella (1950),Animation|Children's|Musical,1950,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,1968,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,1945,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1025,"Sword in the Stone, The (1963)",Animation|Children's,1963,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1026,So Dear to My Heart (1949),Children's|Drama,1949,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1027,Robin Hood: Prince of Thieves (1991),Drama,1991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1028,Mary Poppins (1964),Children's|Comedy|Musical,1964,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1029,Dumbo (1941),Animation|Children's|Musical,1941,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,1977,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,1971,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1032,Alice in Wonderland (1951),Animation|Children's|Musical,1951,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1033,"Fox and the Hound, The (1981)",Animation|Children's,1981,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1034,Freeway (1996),Crime,1996,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1035,"Sound of Music, The (1965)",Musical,1965,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1036,Die Hard (1988),Action|Thriller,1988,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,1992,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
1038,Unhook the Stars (1996),Drama,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1039,Synthetic Pleasures (1995),Documentary,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1040,"Secret Agent, The (1996)",Drama,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1041,Secrets & Lies (1996),Drama,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1042,That Thing You Do! (1996),Comedy,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1044,Surviving Picasso (1996),Drama,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1045,Love Is All There Is (1996),Comedy|Drama,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1046,Beautiful Thing (1996),Drama|Romance,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,1996,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,1996,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1050,Looking for Richard (1996),Documentary|Drama,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1051,Trees Lounge (1996),Drama,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
