Code,Name
U+1F6B4 U+1F3FE U+200D U+2642 U+FE0F,man biking: medium-dark skin tone
U+1F6B4 U+1F3FF U+200D U+2642 U+FE0F,man biking: dark skin tone
U+1F6B4 U+200D U+2640 U+FE0F,woman biking
U+1F6B4 U+1F3FB U+200D U+2640 U+FE0F,woman biking: light skin tone
U+1F6B4 U+1F3FC U+200D U+2640 U+FE0F,woman biking: medium-light skin tone
U+1F6B4 U+1F3FD U+200D U+2640 U+FE0F,woman biking: medium skin tone
U+1F6B4 U+1F3FE U+200D U+2640 U+FE0F,woman biking: medium-dark skin tone
U+1F6B4 U+1F3FF U+200D U+2640 U+FE0F,woman biking: dark skin tone
U+1F6B5,person mountain biking
U+1F6B5 U+1F3FB,person mountain biking: light skin tone
U+1F6B5 U+1F3FC,person mountain biking: medium-light skin tone
U+1F6B5 U+1F3FD,person mountain biking: medium skin tone
U+1F6B5 U+1F3FE,person mountain biking: medium-dark skin tone
U+1F6B5 U+1F3FF,person mountain biking: dark skin tone
U+1F6B5 U+200D U+2642 U+FE0F,man mountain biking
U+1F6B5 U+1F3FB U+200D U+2642 U+FE0F,man mountain biking: light skin tone
U+1F6B5 U+1F3FC U+200D U+2642 U+FE0F,man mountain biking: medium-light skin tone
U+1F6B5 U+1F3FD U+200D U+2642 U+FE0F,man mountain biking: medium skin tone
U+1F6B5 U+1F3FE U+200D U+2642 U+FE0F,man mountain biking: medium-dark skin tone
U+1F6B5 U+1F3FF U+200D U+2642 U+FE0F,man mountain biking: dark skin tone
U+1F6B5 U+200D U+2640 U+FE0F,woman mountain biking
U+1F6B5 U+1F3FB U+200D U+2640 U+FE0F,woman mountain biking: light skin tone
U+1F6B5 U+1F3FC U+200D U+2640 U+FE0F,woman mountain biking: medium-light skin tone
U+1F6B5 U+1F3FD U+200D U+2640 U+FE0F,woman mountain biking: medium skin tone
U+1F6B5 U+1F3FE U+200D U+2640 U+FE0F,woman mountain biking: medium-dark skin tone
U+1F6B5 U+1F3FF U+200D U+2640 U+FE0F,woman mountain biking: dark skin tone
U+1F3CE,racing car
U+1F3CD,motorcycle
U+1F938,person cartwheeling
U+1F938 U+1F3FB,person cartwheeling: light skin tone
U+1F938 U+1F3FC,person cartwheeling: medium-light skin tone
U+1F938 U+1F3FD,person cartwheeling: medium skin tone
U+1F938 U+1F3FE,person cartwheeling: medium-dark skin tone
U+1F938 U+1F3FF,person cartwheeling: dark skin tone
U+1F938 U+200D U+2642 U+FE0F,man cartwheeling
U+1F938 U+1F3FB U+200D U+2642 U+FE0F,man cartwheeling: light skin tone
U+1F938 U+1F3FC U+200D U+2642 U+FE0F,man cartwheeling: medium-light skin tone
U+1F938 U+1F3FD U+200D U+2642 U+FE0F,man cartwheeling: medium skin tone
U+1F938 U+1F3FE U+200D U+2642 U+FE0F,man cartwheeling: medium-dark skin tone
U+1F938 U+1F3FF U+200D U+2642 U+FE0F,man cartwheeling: dark skin tone
U+1F938 U+200D U+2640 U+FE0F,woman cartwheeling
U+1F938 U+1F3FB U+200D U+2640 U+FE0F,woman cartwheeling: light skin tone
U+1F938 U+1F3FC U+200D U+2640 U+FE0F,woman cartwheeling: medium-light skin tone
U+1F938 U+1F3FD U+200D U+2640 U+FE0F,woman cartwheeling: medium skin tone
U+1F938 U+1F3FE U+200D U+2640 U+FE0F,woman cartwheeling: medium-dark skin tone
U+1F938 U+1F3FF U+200D U+2640 U+FE0F,woman cartwheeling: dark skin tone
U+1F93C,people wrestling
U+1F93C U+200D U+2642 U+FE0F,men wrestling
U+1F93C U+200D U+2640 U+FE0F,women wrestling
U+1F93D,person playing water polo
U+1F93D U+1F3FB,person playing water polo: light skin tone
U+1F93D U+1F3FC,person playing water polo: medium-light skin tone
U+1F93D U+1F3FD,person playing water polo: medium skin tone
U+1F93D U+1F3FE,person playing water polo: medium-dark skin tone
U+1F93D U+1F3FF,person playing water polo: dark skin tone
U+1F93D U+200D U+2642 U+FE0F,man playing water polo
U+1F93D U+1F3FB U+200D U+2642 U+FE0F,man playing water polo: light skin tone
U+1F93D U+1F3FC U+200D U+2642 U+FE0F,man playing water polo: medium-light skin tone
U+1F93D U+1F3FD U+200D U+2642 U+FE0F,man playing water polo: medium skin tone
U+1F93D U+1F3FE U+200D U+2642 U+FE0F,man playing water polo: medium-dark skin tone
U+1F93D U+1F3FF U+200D U+2642 U+FE0F,man playing water polo: dark skin tone
U+1F93D U+200D U+2640 U+FE0F,woman playing water polo
U+1F93D U+1F3FB U+200D U+2640 U+FE0F,woman playing water polo: light skin tone
U+1F93D U+1F3FC U+200D U+2640 U+FE0F,woman playing water polo: medium-light skin tone
U+1F93D U+1F3FD U+200D U+2640 U+FE0F,woman playing water polo: medium skin tone
U+1F93D U+1F3FE U+200D U+2640 U+FE0F,woman playing water polo: medium-dark skin tone
U+1F93D U+1F3FF U+200D U+2640 U+FE0F,woman playing water polo: dark skin tone
U+1F93E,person playing handball
U+1F93E U+1F3FB,person playing handball: light skin tone
U+1F93E U+1F3FC,person playing handball: medium-light skin tone
U+1F93E U+1F3FD,person playing handball: medium skin tone
U+1F93E U+1F3FE,person playing handball: medium-dark skin tone
U+1F93E U+1F3FF,person playing handball: dark skin tone
U+1F93E U+200D U+2642 U+FE0F,man playing handball
U+1F93E U+1F3FB U+200D U+2642 U+FE0F,man playing handball: light skin tone
U+1F93E U+1F3FC U+200D U+2642 U+FE0F,man playing handball: medium-light skin tone
U+1F93E U+1F3FD U+200D U+2642 U+FE0F,man playing handball: medium skin tone
U+1F93E U+1F3FE U+200D U+2642 U+FE0F,man playing handball: medium-dark skin tone
U+1F93E U+1F3FF U+200D U+2642 U+FE0F,man playing handball: dark skin tone
U+1F93E U+200D U+2640 U+FE0F,woman playing handball
U+1F93E U+1F3FB U+200D U+2640 U+FE0F,woman playing handball: light skin tone
U+1F93E U+1F3FC U+200D U+2640 U+FE0F,woman playing handball: medium-light skin tone
U+1F93E U+1F3FD U+200D U+2640 U+FE0F,woman playing handball: medium skin tone
U+1F93E U+1F3FE U+200D U+2640 U+FE0F,woman playing handball: medium-dark skin tone
U+1F93E U+1F3FF U+200D U+2640 U+FE0F,woman playing handball: dark skin tone
U+1F939,person juggling
U+1F939 U+1F3FB,person juggling: light skin tone
U+1F939 U+1F3FC,person juggling: medium-light skin tone
U+1F939 U+1F3FD,person juggling: medium skin tone
U+1F939 U+1F3FE,person juggling: medium-dark skin tone
U+1F939 U+1F3FF,person juggling: dark skin tone
U+1F939 U+200D U+2642 U+FE0F,man juggling
U+1F939 U+1F3FB U+200D U+2642 U+FE0F,man juggling: light skin tone
U+1F939 U+1F3FC U+200D U+2642 U+FE0F,man juggling: medium-light skin tone
U+1F939 U+1F3FD U+200D U+2642 U+FE0F,man juggling: medium skin tone
U+1F939 U+1F3FE U+200D U+2642 U+FE0F,man juggling: medium-dark skin tone
U+1F939 U+1F3FF U+200D U+2642 U+FE0F,man juggling: dark skin tone
U+1F939 U+200D U+2640 U+FE0F,woman juggling
U+1F939 U+1F3FB U+200D U+2640 U+FE0F,woman juggling: light skin tone
U+1F939 U+1F3FC U+200D U+2640 U+FE0F,woman juggling: medium-light skin tone
U+1F939 U+1F3FD U+200D U+2640 U+FE0F,woman juggling: medium skin tone
U+1F939 U+1F3FE U+200D U+2640 U+FE0F,woman juggling: medium-dark skin tone
U+1F939 U+1F3FF U+200D U+2640 U+FE0F,woman juggling: dark skin tone
U+1F46B,man and woman holding hands
U+1F46C,two men holding hands
U+1F46D,two women holding hands
U+1F48F,kiss
U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,"kiss: woman, man"
U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,"kiss: man, man"
U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469,"kiss: woman, woman"
U+1F491,couple with heart
U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468,"couple with heart: woman, man"
U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468,"couple with heart: man, man"
U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469,"couple with heart: woman, woman"
U+1F46A,family
U+1F468 U+200D U+1F469 U+200D U+1F466,"family: man, woman, boy"
U+1F468 U+200D U+1F469 U+200D U+1F467,"family: man, woman, girl"
U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,"family: man, woman, girl, boy"
U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,"family: man, woman, boy, boy"
U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,"family: man, woman, girl, girl"
U+1F468 U+200D U+1F468 U+200D U+1F466,"family: man, man, boy"
U+1F468 U+200D U+1F468 U+200D U+1F467,"family: man, man, girl"
U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466,"family: man, man, girl, boy"
U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466,"family: man, man, boy, boy"
U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467,"family: man, man, girl, girl"
U+1F469 U+200D U+1F469 U+200D U+1F466,"family: woman, woman, boy"
U+1F469 U+200D U+1F469 U+200D U+1F467,"family: woman, woman, girl"
U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,"family: woman, woman, girl, boy"
U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,"family: woman, woman, boy, boy"
U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,"family: woman, woman, girl, girl"
U+1F468 U+200D U+1F466,"family: man, boy"
U+1F468 U+200D U+1F466 U+200D U+1F466,"family: man, boy, boy"
U+1F468 U+200D U+1F467,"family: man, girl"
U+1F468 U+200D U+1F467 U+200D U+1F466,"family: man, girl, boy"
U+1F468 U+200D U+1F467 U+200D U+1F467,"family: man, girl, girl"
U+1F469 U+200D U+1F466,"family: woman, boy"
U+1F469 U+200D U+1F466 U+200D U+1F466,"family: woman, boy, boy"
U+1F469 U+200D U+1F467,"family: woman, girl"
U+1F469 U+200D U+1F467 U+200D U+1F466,"family: woman, girl, boy"
U+1F469 U+200D U+1F467 U+200D U+1F467,"family: woman, girl, girl"
U+1F3FB,light skin tone
U+1F3FC,medium-light skin tone
U+1F3FD,medium skin tone
U+1F3FE,medium-dark skin tone
U+1F3FF,dark skin tone
U+1F4AA,flexed biceps
U+1F4AA U+1F3FB,flexed biceps: light skin tone
U+1F4AA U+1F3FC,flexed biceps: medium-light skin tone
U+1F4AA U+1F3FD,flexed biceps: medium skin tone
U+1F4AA U+1F3FE,flexed biceps: medium-dark skin tone
U+1F4AA U+1F3FF,flexed biceps: dark skin tone
U+1F933,selfie
U+1F933 U+1F3FB,selfie: light skin tone
U+1F933 U+1F3FC,selfie: medium-light skin tone
U+1F933 U+1F3FD,selfie: medium skin tone
U+1F933 U+1F3FE,selfie: medium-dark skin tone
U+1F933 U+1F3FF,selfie: dark skin tone
U+1F448,backhand index pointing left
U+1F448 U+1F3FB,backhand index pointing left: light skin tone
U+1F448 U+1F3FC,backhand index pointing left: medium-light skin tone
U+1F448 U+1F3FD,backhand index pointing left: medium skin tone
U+1F448 U+1F3FE,backhand index pointing left: medium-dark skin tone
U+1F448 U+1F3FF,backhand index pointing left: dark skin tone
U+1F449,backhand index pointing right
U+1F449 U+1F3FB,backhand index pointing right: light skin tone
U+1F449 U+1F3FC,backhand index pointing right: medium-light skin tone
U+1F449 U+1F3FD,backhand index pointing right: medium skin tone
U+1F449 U+1F3FE,backhand index pointing right: medium-dark skin tone
U+1F449 U+1F3FF,backhand index pointing right: dark skin tone
U+261D,index pointing up
U+261D U+1F3FB,index pointing up: light skin tone
U+261D U+1F3FC,index pointing up: medium-light skin tone
U+261D U+1F3FD,index pointing up: medium skin tone
U+261D U+1F3FE,index pointing up: medium-dark skin tone
U+261D U+1F3FF,index pointing up: dark skin tone
U+1F446,backhand index pointing up
U+1F446 U+1F3FB,backhand index pointing up: light skin tone
U+1F446 U+1F3FC,backhand index pointing up: medium-light skin tone
U+1F446 U+1F3FD,backhand index pointing up: medium skin tone
U+1F446 U+1F3FE,backhand index pointing up: medium-dark skin tone
U+1F446 U+1F3FF,backhand index pointing up: dark skin tone
U+1F595,middle finger
U+1F595 U+1F3FB,middle finger: light skin tone
U+1F595 U+1F3FC,middle finger: medium-light skin tone
U+1F595 U+1F3FD,middle finger: medium skin tone
U+1F595 U+1F3FE,middle finger: medium-dark skin tone
U+1F595 U+1F3FF,middle finger: dark skin tone
U+1F447,backhand index pointing down
U+1F447 U+1F3FB,backhand index pointing down: light skin tone
U+1F447 U+1F3FC,backhand index pointing down: medium-light skin tone
U+1F447 U+1F3FD,backhand index pointing down: medium skin tone
U+1F447 U+1F3FE,backhand index pointing down: medium-dark skin tone
U+1F447 U+1F3FF,backhand index pointing down: dark skin tone
U+270C,victory hand
U+270C U+1F3FB,victory hand: light skin tone
U+270C U+1F3FC,victory hand: medium-light skin tone
U+270C U+1F3FD,victory hand: medium skin tone
U+270C U+1F3FE,victory hand: medium-dark skin tone
U+270C U+1F3FF,victory hand: dark skin tone
U+1F91E,crossed fingers
U+1F91E U+1F3FB,crossed fingers: light skin tone
U+1F91E U+1F3FC,crossed fingers: medium-light skin tone
U+1F91E U+1F3FD,crossed fingers: medium skin tone
U+1F91E U+1F3FE,crossed fingers: medium-dark skin tone
U+1F91E U+1F3FF,crossed fingers: dark skin tone
U+1F596,vulcan salute
U+1F596 U+1F3FB,vulcan salute: light skin tone
U+1F596 U+1F3FC,vulcan salute: medium-light skin tone
U+1F596 U+1F3FD,vulcan salute: medium skin tone
U+1F596 U+1F3FE,vulcan salute: medium-dark skin tone
U+1F596 U+1F3FF,vulcan salute: dark skin tone
U+1F918,sign of the horns
U+1F918 U+1F3FB,sign of the horns: light skin tone
U+1F918 U+1F3FC,sign of the horns: medium-light skin tone
U+1F918 U+1F3FD,sign of the horns: medium skin tone
U+1F918 U+1F3FE,sign of the horns: medium-dark skin tone
U+1F918 U+1F3FF,sign of the horns: dark skin tone
U+1F919,call me hand
U+1F919 U+1F3FB,call me hand: light skin tone
U+1F919 U+1F3FC,call me hand: medium-light skin tone
U+1F919 U+1F3FD,call me hand: medium skin tone
U+1F919 U+1F3FE,call me hand: medium-dark skin tone
U+1F919 U+1F3FF,call me hand: dark skin tone
U+1F590,raised hand with fingers splayed
U+1F590 U+1F3FB,raised hand with fingers splayed: light skin tone
U+1F590 U+1F3FC,raised hand with fingers splayed: medium-light skin tone
U+1F590 U+1F3FD,raised hand with fingers splayed: medium skin tone
U+1F590 U+1F3FE,raised hand with fingers splayed: medium-dark skin tone
U+1F590 U+1F3FF,raised hand with fingers splayed: dark skin tone
U+270B,raised hand
U+270B U+1F3FB,raised hand: light skin tone
U+270B U+1F3FC,raised hand: medium-light skin tone
U+270B U+1F3FD,raised hand: medium skin tone
U+270B U+1F3FE,raised hand: medium-dark skin tone
U+270B U+1F3FF,raised hand: dark skin tone
U+1F44C,OK hand
U+1F44C U+1F3FB,OK hand: light skin tone
U+1F44C U+1F3FC,OK hand: medium-light skin tone
U+1F44C U+1F3FD,OK hand: medium skin tone
U+1F44C U+1F3FE,OK hand: medium-dark skin tone
U+1F44C U+1F3FF,OK hand: dark skin tone
U+1F44D,thumbs up
U+1F44D U+1F3FB,thumbs up: light skin tone
U+1F44D U+1F3FC,thumbs up: medium-light skin tone
U+1F44D U+1F3FD,thumbs up: medium skin tone
U+1F44D U+1F3FE,thumbs up: medium-dark skin tone
U+1F44D U+1F3FF,thumbs up: dark skin tone
U+1F44E,thumbs down
U+1F44E U+1F3FB,thumbs down: light skin tone
U+1F44E U+1F3FC,thumbs down: medium-light skin tone
U+1F44E U+1F3FD,thumbs down: medium skin tone
U+1F44E U+1F3FE,thumbs down: medium-dark skin tone
U+1F44E U+1F3FF,thumbs down: dark skin tone
U+270A,raised fist
U+270A U+1F3FB,raised fist: light skin tone
U+270A U+1F3FC,raised fist: medium-light skin tone
U+270A U+1F3FD,raised fist: medium skin tone
U+270A U+1F3FE,raised fist: medium-dark skin tone
U+270A U+1F3FF,raised fist: dark skin tone
U+1F44A,oncoming fist
U+1F44A U+1F3FB,oncoming fist: light skin tone
U+1F44A U+1F3FC,oncoming fist: medium-light skin tone
U+1F44A U+1F3FD,oncoming fist: medium skin tone
U+1F44A U+1F3FE,oncoming fist: medium-dark skin tone
U+1F44A U+1F3FF,oncoming fist: dark skin tone
U+1F91B,left-facing fist
U+1F91B U+1F3FB,left-facing fist: light skin tone
U+1F91B U+1F3FC,left-facing fist: medium-light skin tone
U+1F91B U+1F3FD,left-facing fist: medium skin tone
U+1F91B U+1F3FE,left-facing fist: medium-dark skin tone
U+1F91B U+1F3FF,left-facing fist: dark skin tone
U+1F91C,right-facing fist
U+1F91C U+1F3FB,right-facing fist: light skin tone
U+1F91C U+1F3FC,right-facing fist: medium-light skin tone
U+1F91C U+1F3FD,right-facing fist: medium skin tone
U+1F91C U+1F3FE,right-facing fist: medium-dark skin tone
U+1F91C U+1F3FF,right-facing fist: dark skin tone
U+1F91A,raised back of hand
U+1F91A U+1F3FB,raised back of hand: light skin tone
U+1F91A U+1F3FC,raised back of hand: medium-light skin tone
U+1F91A U+1F3FD,raised back of hand: medium skin tone
U+1F91A U+1F3FE,raised back of hand: medium-dark skin tone
U+1F91A U+1F3FF,raised back of hand: dark skin tone
U+1F44B,waving hand
U+1F44B U+1F3FB,waving hand: light skin tone
U+1F44B U+1F3FC,waving hand: medium-light skin tone
U+1F44B U+1F3FD,waving hand: medium skin tone
U+1F44B U+1F3FE,waving hand: medium-dark skin tone
U+1F44B U+1F3FF,waving hand: dark skin tone
U+1F44F,clapping hands
U+1F44F U+1F3FB,clapping hands: light skin tone
U+1F44F U+1F3FC,clapping hands: medium-light skin tone
U+1F44F U+1F3FD,clapping hands: medium skin tone
U+1F44F U+1F3FE,clapping hands: medium-dark skin tone
U+1F44F U+1F3FF,clapping hands: dark skin tone
U+270D,writing hand
U+270D U+1F3FB,writing hand: light skin tone
U+270D U+1F3FC,writing hand: medium-light skin tone
U+270D U+1F3FD,writing hand: medium skin tone
U+270D U+1F3FE,writing hand: medium-dark skin tone
U+270D U+1F3FF,writing hand: dark skin tone
U+1F450,open hands
U+1F450 U+1F3FB,open hands: light skin tone
U+1F450 U+1F3FC,open hands: medium-light skin tone
U+1F450 U+1F3FD,open hands: medium skin tone
U+1F450 U+1F3FE,open hands: medium-dark skin tone
U+1F450 U+1F3FF,open hands: dark skin tone
U+1F64C,raising hands
U+1F64C U+1F3FB,raising hands: light skin tone
U+1F64C U+1F3FC,raising hands: medium-light skin tone
U+1F64C U+1F3FD,raising hands: medium skin tone
U+1F64C U+1F3FE,raising hands: medium-dark skin tone
U+1F64C U+1F3FF,raising hands: dark skin tone
U+1F64F,folded hands
U+1F64F U+1F3FB,folded hands: light skin tone
U+1F64F U+1F3FC,folded hands: medium-light skin tone
U+1F64F U+1F3FD,folded hands: medium skin tone
U+1F64F U+1F3FE,folded hands: medium-dark skin tone
U+1F64F U+1F3FF,folded hands: dark skin tone
U+1F91D,handshake
U+1F485,nail polish
U+1F485 U+1F3FB,nail polish: light skin tone
U+1F485 U+1F3FC,nail polish: medium-light skin tone
U+1F485 U+1F3FD,nail polish: medium skin tone
U+1F485 U+1F3FE,nail polish: medium-dark skin tone
U+1F485 U+1F3FF,nail polish: dark skin tone
U+1F442,ear
U+1F442 U+1F3FB,ear: light skin tone
U+1F442 U+1F3FC,ear: medium-light skin tone
U+1F442 U+1F3FD,ear: medium skin tone
U+1F442 U+1F3FE,ear: medium-dark skin tone
U+1F442 U+1F3FF,ear: dark skin tone
U+1F443,nose
U+1F443 U+1F3FB,nose: light skin tone
U+1F443 U+1F3FC,nose: medium-light skin tone
U+1F443 U+1F3FD,nose: medium skin tone
U+1F443 U+1F3FE,nose: medium-dark skin tone
U+1F443 U+1F3FF,nose: dark skin tone
U+1F463,footprints
U+1F440,eyes
U+1F441,eye
U+1F441 U+FE0F U+200D U+1F5E8 U+FE0F,eye in speech bubble
U+1F445,tongue
U+1F444,mouth
U+1F48B,kiss mark
U+1F498,heart with arrow
U+2764,red heart
U+1F493,beating heart
U+1F494,broken heart
U+1F495,two hearts
U+1F496,sparkling heart
U+1F497,growing heart
U+1F499,blue heart
U+1F49A,green heart
U+1F49B,yellow heart
U+1F49C,purple heart
U+1F5A4,black heart
U+1F49D,heart with ribbon
U+1F49E,revolving hearts
U+1F49F,heart decoration
U+2763,heavy heart exclamation
U+1F48C,love letter
U+1F4A4,zzz
U+1F4A2,anger symbol
U+1F4A3,bomb
U+1F4A5,collision
U+1F4A6,sweat droplets
U+1F4A8,dashing away
U+1F4AB,dizzy
U+1F4AC,speech balloon
U+1F5E8,left speech bubble
U+1F5EF,right anger bubble
U+1F4AD,thought balloon
U+1F573,hole
U+1F453,glasses
U+1F576,sunglasses
U+1F454,necktie
U+1F455,t-shirt
U+1F456,jeans
U+1F457,dress
U+1F458,kimono
U+1F459,bikini
U+1F45A,womanÕs clothes
U+1F45B,purse
U+1F45C,handbag
U+1F45D,clutch bag
U+1F6CD,shopping bags
U+1F392,school backpack
U+1F45E,manÕs shoe
U+1F45F,running shoe
U+1F460,high-heeled shoe
U+1F461,womanÕs sandal
U+1F462,womanÕs boot
U+1F451,crown
U+1F452,womanÕs hat
U+1F3A9,top hat
U+1F393,graduation cap
U+26D1,rescue workerÕs helmet
U+1F4FF,prayer beads
U+1F484,lipstick
U+1F48D,ring
U+1F48E,gem stone
U+1F435,monkey face
U+1F412,monkey
U+1F98D,gorilla
U+1F436,dog face
U+1F415,dog
U+1F429,poodle
U+1F43A,wolf face
U+1F98A,fox face
U+1F431,cat face
U+1F408,cat
U+1F981,lion face
U+1F42F,tiger face
U+1F405,tiger
U+1F406,leopard
U+1F434,horse face
U+1F40E,horse
U+1F98C,deer
U+1F984,unicorn face
U+1F42E,cow face
U+1F402,ox
U+1F403,water buffalo
U+1F404,cow
U+1F437,pig face
U+1F416,pig
U+1F417,boar
U+1F43D,pig nose
U+1F40F,ram
U+1F411,sheep
U+1F410,goat
U+1F42A,camel
U+1F42B,two-hump camel
U+1F418,elephant
U+1F98F,rhinoceros
U+1F42D,mouse face
U+1F401,mouse
U+1F400,rat
U+1F439,hamster face
U+1F430,rabbit face
U+1F407,rabbit
U+1F43F,chipmunk
U+1F987,bat
U+1F43B,bear face
U+1F428,koala
U+1F43C,panda face
U+1F43E,paw prints
U+1F983,turkey
U+1F414,chicken
U+1F413,rooster
U+1F423,hatching chick
U+1F424,baby chick
U+1F425,front-facing baby chick
U+1F426,bird
U+1F427,penguin
U+1F54A,dove
U+1F985,eagle
U+1F986,duck
U+1F989,owl
U+1F438,frog face
U+1F40A,crocodile
U+1F422,turtle
U+1F98E,lizard
U+1F40D,snake
U+1F432,dragon face
U+1F409,dragon
U+1F433,spouting whale
U+1F40B,whale
U+1F42C,dolphin
U+1F41F,fish
U+1F420,tropical fish
U+1F421,blowfish
U+1F988,shark
U+1F419,octopus
U+1F41A,spiral shell
U+1F980,crab
U+1F990,shrimp
U+1F991,squid
U+1F98B,butterfly
U+1F40C,snail
U+1F41B,bug
U+1F41C,ant
U+1F41D,honeybee
U+1F41E,lady beetle
U+1F577,spider
U+1F578,spider web
U+1F982,scorpion
U+1F490,bouquet
U+1F338,cherry blossom
U+1F4AE,white flower
U+1F3F5,rosette
U+1F339,rose
U+1F940,wilted flower
U+1F33A,hibiscus
U+1F33B,sunflower
U+1F33C,blossom
U+1F337,tulip
U+1F331,seedling
U+1F332,evergreen tree
U+1F333,deciduous tree
U+1F334,palm tree
U+1F335,cactus
U+1F33E,sheaf of rice
U+1F33F,herb
U+2618,shamrock
U+1F340,four leaf clover
U+1F341,maple leaf
U+1F342,fallen leaf
U+1F343,leaf fluttering in wind
U+1F347,grapes
U+1F348,melon
U+1F349,watermelon
U+1F34A,tangerine
U+1F34B,lemon
U+1F34C,banana
U+1F34D,pineapple
U+1F34E,red apple
U+1F34F,green apple
U+1F350,pear
U+1F351,peach
U+1F352,cherries
U+1F353,strawberry
U+1F95D,kiwi fruit
U+1F345,tomato
U+1F951,avocado
U+1F346,eggplant
U+1F954,potato
U+1F955,carrot
U+1F33D,ear of corn
U+1F336,hot pepper
U+1F952,cucumber
U+1F344,mushroom
U+1F95C,peanuts
U+1F330,chestnut
U+1F35E,bread
U+1F950,croissant
U+1F956,baguette bread
U+1F95E,pancakes
U+1F9C0,cheese wedge
U+1F356,meat on bone
U+1F357,poultry leg
U+1F953,bacon
U+1F354,hamburger
U+1F35F,french fries
U+1F355,pizza
U+1F32D,hot dog
U+1F32E,taco
U+1F32F,burrito
U+1F959,stuffed flatbread
U+1F95A,egg
U+1F373,cooking
U+1F958,shallow pan of food
U+1F372,pot of food
U+1F957,green salad
U+1F37F,popcorn
U+1F371,bento box
U+1F358,rice cracker
U+1F359,rice ball
U+1F35A,cooked rice
U+1F35B,curry rice
U+1F35C,steaming bowl
U+1F35D,spaghetti
U+1F360,roasted sweet potato
U+1F362,oden
U+1F363,sushi
U+1F364,fried shrimp
U+1F365,fish cake with swirl
U+1F361,dango
U+1F366,soft ice cream
U+1F367,shaved ice
U+1F368,ice cream
U+1F369,doughnut
U+1F36A,cookie
U+1F382,birthday cake
U+1F370,shortcake
U+1F36B,chocolate bar
U+1F36C,candy
U+1F36D,lollipop
U+1F36E,custard
U+1F36F,honey pot
U+1F37C,baby bottle
U+1F95B,glass of milk
U+2615,hot beverage
U+1F375,teacup without handle
U+1F376,sake
U+1F37E,bottle with popping cork
U+1F377,wine glass
U+1F378,cocktail glass
U+1F379,tropical drink
U+1F37A,beer mug
U+1F37B,clinking beer mugs
U+1F942,clinking glasses
U+1F943,tumbler glass
U+1F37D,fork and knife with plate
U+1F374,fork and knife
U+1F944,spoon
U+1F52A,kitchen knife
U+1F3FA,amphora
U+1F30D,globe showing Europe-Africa
U+1F30E,globe showing Americas
U+1F30F,globe showing Asia-Australia
U+1F310,globe with meridians
U+1F5FA,world map
U+1F5FE,map of Japan
U+1F3D4,snow-capped mountain
U+26F0,mountain
U+1F30B,volcano
U+1F5FB,mount fuji
U+1F3D5,camping
U+1F3D6,beach with umbrella
U+1F3DC,desert
U+1F3DD,desert island
U+1F3DE,national park
U+1F3DF,stadium
U+1F3DB,classical building
U+1F3D7,building construction
U+1F3D8,house
U+1F3D9,cityscape
U+1F3DA,derelict house
U+1F3E0,house
U+1F3E1,house with garden
U+1F3E2,office building
U+1F3E3,Japanese post office
U+1F3E4,post office
U+1F3E5,hospital
U+1F3E6,bank
U+1F3E8,hotel
U+1F3E9,love hotel
U+1F3EA,convenience store
U+1F3EB,school
U+1F3EC,department store
U+1F3ED,factory
U+1F3EF,Japanese castle
U+1F3F0,castle
U+1F492,wedding
U+1F5FC,Tokyo tower
U+1F5FD,Statue of Liberty
U+26EA,church
U+1F54C,mosque
U+1F54D,synagogue
U+26E9,shinto shrine
U+1F54B,kaaba
U+26F2,fountain
U+26FA,tent
U+1F301,foggy
U+1F303,night with stars
U+1F304,sunrise over mountains
U+1F305,sunrise
U+1F306,cityscape at dusk
U+1F307,sunset
U+1F309,bridge at night
U+2668,hot springs
U+1F30C,milky way
U+1F3A0,carousel horse
U+1F3A1,ferris wheel
U+1F3A2,roller coaster
U+1F488,barber pole
U+1F3AA,circus tent
U+1F3AD,performing arts
U+1F5BC,framed picture
U+1F3A8,artist palette
U+1F3B0,slot machine
U+1F682,locomotive
U+1F683,railway car
U+1F684,high-speed train
U+1F685,high-speed train with bullet nose
U+1F686,train
U+1F687,metro
U+1F688,light rail
U+1F689,station
U+1F68A,tram
U+1F69D,monorail
U+1F69E,mountain railway
U+1F68B,tram car
U+1F68C,bus
U+1F68D,oncoming bus
